INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
5020‐P726A ,3046752,1,,,50267459,2
5020‐207 ,3046257,2,,,50268598,2
5020‐210 ,3046273,8,,,50268630,7
5020‐222 ,3046299,6,,,50269125,1
5020‐329 ,3046364,8,,,50269372,8
5020‐330 ,3046380,2,,,50270578,3
5020‐37 ,3046067,1,,,50271105,2
5020‐53 ,3046166,4,,,50271998,4
5020‐641 ,3046588,1,,,50273499,1
5020‐658 ,3046638,2,,,50273648,2
5020‐667 ,3046653,4,,,50276435,1
5020‐716 ,3046679,34,,,50276716,13
5020‐724 ,3046729,2,,,50277003,2
5020T‐A724 ,3046703,7,,,50277383,1
5020T‐A8 ,3045978,1,,,50277417,1
5020T‐PH735A ,3046901,4,,,50277441,3
5020T‐PL735A ,3046943,5,,,50277458,6
5020T‐151 ,,7,,,50278613,2
5020T‐264 ,3046307,30,,,50278712,2
5020T‐281 ,3046315,1,,,50279686,1
5020T‐726 ,3046778,21,,,50280379,1
5020TH‐A8 ,3046000,2,,,50287754,2
5020TH‐10 ,3046026,6,,,50289156,21
5020TH‐17 ,3046034,3,,,50292259,2
5020TH‐695 ,30406661,2,,,50292572,1
5020TH‐728 ,3046869,3,,,50296722,2
5020TH‐8 ,3045994,2,,,50297415,1
,50202415,3,,,50298694,2
,50246594,1,,,50298744,2
,50246966,1,,,50299262,2
,50247568,8,,,50299270,4
,50250505,6,,,50299288,4
,50254051,25,,,50299312,7
,50256940,3,,,50299650,1
,50262716,20,,503‐429 ,3047503,1
,50263110,22,,503‐431 ,3047511,1
,50263821,1,,503‐44 ,3047388,7
,50264712,3,,503‐61 ,3047461,72
,50265446,1,,503‐639 ,3047594,99
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,66,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
503‐64 ,3047479,49,,,50363142,1
503‐641 ,3047610,17,,,50365378,42
503‐641‐10 ,3047636,1,,,50365923,75
503‐641‐15 ,3047644,1,,,50365972,18
503‐641‐5 ,3047628,2,,,50366228,2
503‐728 ,3047859,32,,,50366319,2
,50300441,1,,,50366541,1
,50302280,1,,,50366764,2
,50302298,1,,,50367116,2
,50332105,4,,,50369552,2
,50332956,4,,,50371731,2
,50334648,1,,,50374065,3
,50337468,1,,,50374974,15
,50337476,9,,,50376151,2
,50337492,10,,,50390135,1
,50337500,11,,,50391002,3
,50337559,12,,,50391366,8
,50337765,3,,,50392471,2
,50344274,1,,,50393529,30
,50350834,1,,,50394246,2
,50351394,1,,,50394840,2
,50353879,8,,,50394972,12
,50353937,8,,,50394980,9
,50353945,13,,,50396241,21
,50353952,4,,,50397116,4
,50354000,2,,,50397165,1
,50354042,14,,,50398197,2
,50354059,8,,,50398312,2
,50354083,22,,,50398585,3
,50354091,4,,,50398759,1
,50354182,3,,,50399286,2
,50355395,1,,,50399294,2
,50355593,7,,,50399641,4
,50355767,6,,,50399716,2
,50355957,2,,,50399765,6
,50356112,2,,504‐11 ,3047966,7
,50356161,2,,504‐12A ,3047982,3
,50356195,3,,504‐3A ,3047891,18
,50357284,1,,504‐500A ,3048428,4
,50358803,3,,504‐51 ,3048097,3
,50362920,2,,504‐98A ,3048196,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,67,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
5040‐P314A‐3 ,3049129,1,,,50403294,1
5040‐10 ,3048832,4,,,50403492,2
5040‐118 ,3048980,1,,,50404854,1
5040‐17 ,3048857,2,,,50405422,2
5040‐207 ,3049012,2,,,50405448,2
5040‐304 ,3049111,6,,,50405547,4
5040‐329 ,3049152,3,,,50406024,1
5040‐330 ,3049178,2,,,50406123,4
5040‐37 ,3048873,3,,,50406644,6
5040‐40 ,3048899,3,,,50406694,27
5040‐42‐5 ,3404381,5,,,50406792,2
5040‐53 ,3048949,5,,,50406818,24
5040‐6 ,3048741,4,,,50406826,1
5040‐641 ,3049673,1,,,50406834,52
5040‐658 ,3049699,58,,,50406867,12
5040‐728 ,3049822,1,,,50406875,12
5040T‐A40 ,,5,,,50407741,8
5040T‐A724 ,3049723,5,,,50407774,16
5040T‐PM735B ,3049905,7,,,50407790,4
5040T‐10 ,3048840,4,,,50407832,1
5040T‐151 ,,32,,,50407899,1
5040T‐161A ,,6,,,50407907,2
5040T‐221 ,3049053,11,,,50407915,2
5040T‐262 ,3049087,7,,,50407923,6
5040T‐264 ,3049095,5,,,50408087,8
5040T‐726 ,3049772,19,,,50408095,2
5040T‐960 ,3050325,2,,,50409317,4
5040TD‐222 ,3049061,67,,,50410505,1
5040TDQ‐B535‐6 ,3049392,1,,,50410513,1
5040TDQ‐P535‐,,,,,50410521,1
12,3049582,2,,,50430719,8
5040TH‐A8 ,3048808,3,,,50431915,1
5040TH‐8 ,3048790,1,,,50431923,15
,50400530,2,,,50432053,1
,50400860,2,,,50435221,1
,50400878,2,,,50439065,6
,50400944,3,,,50441583,2
,50402700,2,,,50441609,2
,50403096,1,,,50441716,1
,50403203,1,,,50442284,2
,50403245,1,,,50442300,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,68,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,50444413,1,,,50481233,14
,50444439,4,,,50481241,2
,50445352,6,,,50481266,1
,50445667,1,,,50481274,2
,50445857,3,,,50481316,5
,50446426,1,,,50481340,1
,50446434,8,,,50481407,4
,50446467,11,,,50481480,3
,50447010,1,,,50481498,3
,50447135,6,,,50481746,9
,50449651,3,,,50481761,1
,50449958,1,,,50481779,1
,50450147,15,,,50481787,23
,50450154,3,,,50481795,23
,50456953,1,,,50481886,2
,50462944,1,,,50481910,1
,50464668,1,,,50481951,4
,50464734,1,,,50482033,1
,50471176,2,,,50484559,99
,50471390,1,,,50486976,3
,50471648,2,,,50486984,17
,50472059,1,,,50489285,2
,50472067,2,,,50490051,3
,50472133,6,,,50490069,1
,50472307,1,,,50490135,2
,50473792,10,,,50490168,3
,50473800,9,,,50490176,1
,50474022,10,,,50490184,3
,50474196,2,,,50490200,2
,50474683,1,,,50490234,1
,50474733,1,,,50491216,18
,50475136,1,,,50491224,30
,50475177,1,,,50491877,31
,50475870,8,,,50492149,2
,50475896,2,,,50492396,1
,50476993,6,,,50492651,4
,50477314,2,,,50492743,22
,50480615,4,,,50494475,1
,50480623,10,,,50494483,1
,50480714,1,,,50495225,29
,50480722,5,,,50495647,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,69,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,50495662,5,,,50524842,3
,50496694,56,,,50524859,5
,50497981,2,,,50530787,2
,50498005,4,,,50532712,1
,50498302,35,,,50532753,1
,50498591,2,,,50532779,11
,50498617,2,,,50532803,1
,50498708,6,,,50532852,9
,50499086,1,,,50532860,12
,50499474,20,,,50533017,3
,50499490,1,,,50533025,1
,50501220,1,,,50533041,1
,50502194,8,,,50533090,11
,50502202,3,,,50533363,3
,50503077,7,,,50533751,3
,50503085,2,,,50534379,6
,50503606,1,,,50534510,2
,50503655,2,,,50537182,2
,50504364,3,,,50537240,2
,50506328,1,,,50537364,1
,50507524,1,,,50537463,2
,50507532,1,,,50537471,1
,50509033,90,,,50537489,1
,50509041,4,,,50537901,3
,50509058,1,,,50539618,1
,50509116,15,,,50540301,18
,50509223,10,,,50541002,8
,50509249,17,,,50541085,1
,50509975,1,,,50542273,1
,50510064,4,,,50542315,1
,50510122,12,,,50542331,1
,50510155,11,,,50543867,1
,50510510,3,,,50543941,1
,50510528,1,,,50543958,11
,50510536,6,,,50543966,1
,50510627,1,,,50543974,1
,50516657,4,,,50544287,1
,50519024,2,,,50545144,1
,50519032,1,,,50545169,1
,50520378,10,,,50545185,1
,50521731,2,,,50545201,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,70,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,50545227,1,,,50593375,1
,50545318,5,,,50594191,3
,50545326,1,,,50594548,1
,50545334,2,,,50594555,2
,50545342,3,,,50594639,8
,50545367,1,,,50594647,5
,50545383,1,,,50598697,11
,50545391,2,,,50602051,1
,50545441,3,,,50604578,2
,50545458,3,,,50604586,1
,50545466,1,,,50604669,6
,50545474,14,,,50605682,99
,50545490,24,,,50613728,1
,50545516,2,,,50617836,2
,50545862,8,,,50620814,3
,50547850,1,,,50624667,2
,50550391,1,,,50627793,1
,50550409,1,,,50630847,21
,50551910,2,,,50630946,1
,50551928,4,,,50630987,8
,50551993,2,,,50630995,1
,50553809,2,,,50631019,2
,50563667,2,,,50631035,1
,50569227,1,,,50631050,25
,50569235,24,,,50631258,1
,50569243,3,,,50632322,2
,50570795,10,,,50633353,2
,50577071,1,,,50633403,2
,50578582,2,,,50633429,11
,50578913,3,,,50634385,25
,50579069,1,,,50634393,25
,50585074,1,,,50635994,20
,50585082,3,,,50636232,2
,50590876,1,,,50636992,5
,50591171,2,,,50637719,12
,50592401,4,,,50639970,9
,50592419,8,,,50639988,2
,50592427,16,,,50640085,2
,50592518,4,,,50640572,1
,50292526,4,,,50640580,2
,50592559,1,,,50640598,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,71,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,50643634,18,,,50718931,99
,50643642,12,,,50718949,4
,50643667,3,,,50718964,2
,50644665,1,,,50718972,4
,50645340,1,,,50719137,1
,50646769,6,,,50719723,1
,50646777,8,,,50719731,5
,50646967,26,,,50719764,6
,50647023,9,,,50719772,1
,50647031,1,,,50719822,2
,50647049,1,,,50719855,3
,50647056,13,,,50719863,1
,50650308,2,,,50719871,1
,50652106,2,,,50719889,2
,50657402,1,,,50719897,1
,50660620,5,,,50719954,6
,50662527,1,,,50720143,2
,50663038,99,,,50720465,16
,50663046,99,,,50720572,1
,50663574,2,,,50720580,1
,50665140,4,,,50720614,1
,50666395,5,,,50720648,1
,50666486,12,,,50721604,6
,50666585,1,,,50725886,4
,50666866,5,,,50725902,4
,50666999,1,,,50726959,1
,50667559,3,,,50727908,1
,50668086,38,,,50729086,1
,50668284,6,,,50731207,2
,50668979,2,,,50745645,12
,50672534,1,,,50746627,1
,50679190,2,,,50747187,4
,50681261,3,,,50748623,1
,50685866,3,,,50748631,1
,50690353,2,,,50748912,2
,50701374,2,,,50753730,2
,50710409,1,,,50753755,1
,50711084,11,,,50753789,2
,50711142,1,,,50755156,5
,50715481,12,,,50755438,1
,50716562,1,,,50757897,5
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,72,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,50758184,5,,,50780311,6
,50758259,1,,,50780329,15
,50758315,2,,,50780337,6
,50759299,2,,,50780543,1
,50759307,1,,,50781095,1
,50759323,1,,,50781285,3
,50759372,1,,,50781319,3
,50759729,1,,,50781327,2
,50762921,20,,,50781335,2
,50762939,32,,,50781368,4
,50763739,2,,,50781376,3
,50763762,5,,,50781418,4
,50764810,35,,,50781426,3
,50765015,7,,,50781699,5
,50769553,1,,,50781715,2
,50770163,1,,,50781814,36
,50770700,13,,,50781855,4
,50771211,1,,,50782697,1
,50773720,1,,,50783976,1
,50774439,5,,,50783984,1
,50774454,54,,,50784289,1
,50774843,2,,,50785062,1
,50774975,1,,,50785294,1
,50775055,1,,,50786714,1
,50775063,1,,,50786730,4
,50775105,1,,,50786789,3
,50775139,4,,,50786805,4
,50775147,1,,,50787068,99
,50775154,1,,,50787233,2
,50775162,1,,,50787472,9
,50775188,1,,,50788066,1
,50775196,2,,,50788124,2
,50775329,3,,,50788173,2
,50775485,2,,,50788397,8
,50775519,1,,,50788439,2
,50775584,1,,,50788991,4
,50775618,1,,,50789064,1
,50775766,3,,,50789114,1
,50775774,2,,,50789239,2
,50776038,3,,,50791268,4
,50779628,1,,,50791276,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,73,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,50791284,1,,,50857424,1
,50791292,1,,,50857630,2
,50793322,6,,,50859792,1
,50795129,1,,,50860170,3
,50795723,4,,,50861483,4
508‐210A ,3050655,20,,,50861491,1
508‐437 ,3050762,19,,,50861525,3
508‐658 ,,1,,,50861533,2
508‐727P ,,1,,,50861590,5
508‐808 ,3050960,27,,,50861640,3
508‐97 ,3050622,7,,,50861673,1
5080‐157 ,3051216,3,,,50861699,1
5080‐3 ,3051059,1,,,50861707,7
5080‐638 ,3051331,20,,,50861715,1
5080T‐281 ,,24,,,50861723,2
,50806231,3,,,50861756,11
5081‐24 ,3051521,69,,,50861764,3
5081‐404 ,3051885,3,,,50861772,2
5081‐53 ,3051646,1,,,50861798,4
5081‐724 ,3051992,1,,,50861814,1
5081T‐BL735A ,3052131,2,,,50861822,1
5081T‐10 ,3051497,8,,,50861830,2
5081T‐151 ,3051687,6,,,50861871,3
5081T‐266 ,3051786,7,,,50861905,1
5081TO‐161 ,3051703,8,,,50862192,2
,50816826,1,,,50862580,1
,50840651,4,,,50862598,1
,50845908,4,,,50862770,2
,50852987,2,,,50862788,5
,50853076,1,,,50862796,17
,50853092,1,,,50862812,15
,50856350,10,,,50862820,1
,50856368,15,,,50862838,5
,50856376,23,,,50865559,4
,50856582,1,,,50867449,7
,50857242,1,,,50867464,2
,50857275,1,,,50867787,5
,50857291,2,,,50867795,1
,50857309,5,,,50867860,1
,50857317,6,,,50867878,5
,50857408,1,,,50867886,6
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,74,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,50867894,2,,,50914373,1
,50867902,1,,,50914381,1
,50868322,1,,,50914761,1
,50869601,6,,,50914795,1
,50871193,2,,,50923374,1
,50871664,6,,,50923572,5
,50871672,8,,,50924380,1
,50871698,2,,,50924414,1
,50872308,2,,,50924489,12
,50875079,2,,,50926849,1
,50875103,2,,,50930353,4
,50880756,2,,,50934884,1
,50882489,2,,,50939180,2
,50883388,1,,,50942184,1
,50895416,6,,,50942200,1
,50896133,1,,,50942234,1
,50897628,9,,,50942283,1
,50898261,1,,,50942325,1
,50898550,9,,,50942549,2
,50898584,2,,,50945187,12
,50898691,1,,,50945302,1
,50898741,1,,,50950898,5
,50898758,7,,,50952225,1
,50899152,1,,,50954155,1
,50899392,1,,,50957992,3
,50899400,3,,,50959105,2
,50899434,2,,,50963859,2
,50899517,1,,,50965987,1
,50906205,4,,,50965995,1
,50906205,4,,,50966076,12
,50911684,2,,,50966084,12
,50911692,2,,,50966191,1
,50912278,99,,,50968585,2
,50912369,10,,,50968593,2
,50912492,2,,,50968742,8
,50912567,2,,,50968924,1
,50912617,1,,,50973379,2
,50913003,1,,,50974013,1
,50913011,1,,,50976554,2
,50914043,1,,,50976653,3
,50914068,6,,,50976695,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,75,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,50976778,9,,51X70 ,50041565,14
,50976802,8,,51X71WD ,50046077,23
,50976943,1,,510‐3 ,3052552,9
,50976950,1,,510‐42A ,3052677,3
,50977065,32,,510‐42A‐5 ,3404407,1
,50984178,14,,510‐638 ,3052859,11
,50984210,2,,510‐666A ,3052891,2
,50984228,23,,5100‐A8 ,3298205,1
,50984384,1,,5100‐302 ,3053097,11
,50984475,1,,,51000537,1
,50985761,1,,,51000859,1
,50985779,1,,,51003390,2
,50985795,1,,,51004745,11
,50985829,1,,,51004752,28
,50986363,1,,,51005718,1
,50986371,1,,,51005924,4
,50986389,1,,,51010932,2
,50986397,1,,,51010940,2
,50991454,1,,,51010957,2
,50994557,2,,,51010965,2
,50994573,1,,,51014470,2
,50994722,2,,,51014496,2
,50994748,1,,,51018618,6
,50995513,2,,,51019214,1
,50997451,1,,,51019263,1
,50997485,1,,,51019271,1
,50997600,10,,,51031953,1
,50997675,1,,,51039287,1
51CC4 ,50239771,10,,,51042596,1
51DA30 ,50239789,2,,,51042778,1
51DB35 ,50162825,7,,,51047009,4
51D40 ,50000199,11,,,51054153,3
51D475 ,50015874,4,,,51054831,4
51J50 ,50003805,9,,,51054880,1
51LPF ,50055318,8,,,51054963,1
51N75 ,,1,,,51057164,10
51PF6 ,50239805,1,,,51057255,1
51S49 ,50032648,1,,,51057479,2
51URD350 ,50213776,1,,,51064780,3
51URD475 ,50018563,59,,,51065126,1
51URD550 ,50204858,1,,,51072718,99
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,76,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,51072742,60,,,51369759,12
,51076545,17,,,51372225,1
,51076875,1,,,51373371,2
,51081719,1,,,51377588,1
511‐654 ,3045127,99,,,51378438,3
511‐655 ,3045135,99,,,51378479,1
,51103760,99,,,51378982,1
,51104008,1,,,51384154,1
,51200498,1,,,51390318,6
,51206142,9,,514‐A424 ,3053683,1
,51206159,6,,514‐A724 ,3053931,3
,51206167,10,,514‐11 ,3053337,2
,51206175,7,,514‐156 ,3053469,3
,51206241,1,,514‐3 ,3053287,1
,51206282,80,,514‐30 ,,2
,51206308,1,,514‐306 ,,20
,51206332,2,,514‐53 ,3053410,1
,51206407,12,,514‐638A ,3053766,4
,51206555,6,,514‐641 ,3053790,1
,51206662,2,,514‐658 ,3053857,3
,51206787,1,,514‐720 ,3053881,1
,51221448,2,,514‐724 ,3053923,1
,51231900,2,,514‐726 ,3053956,2
,51241164,3,,514‐93 ,3053436,6
,51243129,1,,515D475 ,50240068,1
,51269694,2,,,51525947,1
,51290849,2,,,51525954,1
,51296176,1,,,51533073,1
,51296184,1,,,51537165,1
,51298636,6,,,51601086,22
,51298678,1,,,51601094,5
513FM2 ,,9,,,51601102,11
,51317246,1,,,51613081,1
,51317253,12,,,51616712,2
,51317485,2,,,51618726,1
5133‐50 ,50240050,1,,,51618791,1
,51361350,1,,,51618833,1
,51365120,1,,,51618874,1
,51367001,2,,,51618973,1
,51367019,2,,,51620227,2
,51369742,1,,,51716777,8
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,77,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,51719615,1,,528JB5 ,50009190,97
,51726768,1,,528S68 ,,99
,51777647,9,,529DA30 ,,2
,51779155,12,,529R58 ,,3
,51779163,22,,53CC4 ,50020825,2
,51779619,2,,53CM ,,2
,51788875,1,,53CM150A ,50120088,6
,51791457,9,,53CM250 ,50215797,1
,51793115,5,,53DBM3 ,50159748,1
,51793354,2,,53D1 ,,6
518‐22 ,3054228,6,,53D40 ,50000249,7
518‐3 ,3054137,3,,53D45 ,50015205,33
518‐437 ,3054517,2,,53D475 ,,1
519DMRD ,50035609,1,,53D505 ,,2
,51915379,2,,5.30E+02,,6
,51943462,1,,53F1 ,,4
,51948321,1,,53HMB ,50025436,1
,51952596,2,,53JA55 ,,1
,51955391,1,,53JR300A ,,4
,51955862,2,,53JR300A‐TC ,,1
,51956225,1,,53JR38 ,50017003,21
52CC4 ,50020817,22,,53JR38B ,50020700,1
52D40 ,50000215,30,,53JR38C ,50172782,29
,52085792,2,,53L70 ,,1
,52085800,2,,53N70 ,50158674,3
,52085818,1,,53R58 ,50070440,5
,52085834,1,,53SBR48 ,,4
,52085842,1,,53SBR85 ,50108380,1
521CC25 ,,1,,53URD475 ,50018571,11
521HBD ,50174877,99,,53URD550 ,50204833,1
,52123254,1,,53X70 ,50041573,18
,52155140,1,,530N79 ,50155324,6
,52173663,2,,533‐656 ,3047693,4
522HBD ,50038728,65,,534‐A41 ,3298817,2
,52211273,4,,534‐A424 ,3055324,9
,52234952,1,,534‐A50 ,3054947,1
,52297546,1,,534‐A724A ,3055522,3
,52306842,1,,534‐A725A ,3310620,1
524URD475 ,50020098,6,,534‐A8 ,3054855,1
527N75 ,,1,,534‐10 ,3054863,30
528DC35 ,50161298,18,,534‐11 ,3054871,11
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,78,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
534‐118 ,3055100,72,,537HBCR ,50134964,1
534‐12 ,3054897,15,,538‐A40 ,3056736,1
534‐191 ,3055126,24,,538‐11 ,3056660,1
534‐207 ,3055134,13,,538‐118 ,3056801,2
534‐208 ,3055159,26,,538‐12 ,3056686,1
534‐3 ,3054814,4,,538‐133 ,3056819,3
534‐314A‐6 ,3052241,2,,538‐138 ,30506827,3
534‐314A‐8 ,3055258,4,,538‐283 ,3056843,24
534‐329 ,,6,,538‐315 ,3056850,4
534‐330 ,3055282,4,,538‐364 ,3056876,1
534‐40 ,3054905,1,,538‐37 ,3056694,1
534‐406 ,3055316,14,,538‐429 ,,1
534‐425 ,,2,,538‐436 ,3056892,1
534‐430 ,3055332,4,,538‐528 ,3056926,1
534‐431 ,3055340,98,,538‐53 ,3056751,1
534‐433 ,3055357,20,,538‐633 ,3056892,4
534‐436 ,3055373,10,,638‐695A ,3056967,5
534‐50 ,,2,,538‐725 ,30507023,3
534‐53A ,3054996,10,,538‐726P ,,1
534‐61 ,,2,,538‐728 ,3057056,1
534‐658 ,3055423,16,,538‐732 ,3057080,1
534‐660 ,3055449,9,,538‐739 ,3057106,23
534‐695A ,3055464,31,,538‐9 ,3056645,2
534‐720 ,3055472,4,,538‐98 ,3056793,2
534‐721A ,3055506,3,,538URD475 ,50020163,8
534‐725A ,3055530,3,,539DA45 ,50015072,9
534‐727A ,3055555,8,,539JL15 ,50010933,5
534‐729 ,3055605,99,,540D45 ,50012616,23
534‐730 ,3055621,22,,55A4C8 ,,26
534‐76 ,3055043,22,,55A4C9 ,50132992,37
534‐8 ,3054830,8,,55F1 ,50118280,11
5340T‐157 ,3055761,39,,55PF2 ,50187210,10
5340T‐159 ,,33,,555‐215A ,3057296,1
5340T‐161 ,3055787,6,,555‐22 ,3057171,5
5340T‐302 ,3055852,9,,555‐24 ,3057189,22
5340T‐357 ,3055886,20,,555‐40 ,,4
5340T‐437 ,3055902,7,,555‐410 ,3057346,4
5340T‐445 ,3055910,2,,555‐42 ,3057213,99
5340T‐615 ,3055977,4,,555‐42‐4 ,3404415,12
535URD475 ,50020148,17,,555‐42‐5 ,3404423,12
536URD475 ,50020155,9,,555‐434 ,3057353,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,79,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
555‐65 ,3057239,8,,568A10S1B ,95528485,1
555‐652 ,,2,,,56805286,2
555‐724P ,,2,,,56813942,3
555‐726 ,,1,,,56854383,1
555‐726P ,,18,,,56898307,1
555‐727P ,,4,,,56898315,1
556N75 ,50157205,6,,569CC80 ,50023258,27
557JR38 ,50019215,15,,569PB6 ,50013630,10
557JR38B ,50177120,6,,569PB8 ,50017219,27
557RP38 ,50014158,3,,57CA21 ,50068659,2
557‐AL401 ,3057882,1,,57CC4 ,50020833,4
558JR38 ,50014249,99,,57CC60 ,50021666,12
558R58 ,50069103,32,,57CC80 ,,3
56BC43 ,50112994,1,,57H‐12 ,,11
56CC60 ,,1,,57H‐21 ,3034246,2
56D45 ,50015213,1,,57JR38 ,50017045,3
56D475 ,50015213,8,,57PB59 ,50155399,1
56D50 ,50111962,5,,57PB6 ,50001361,1
56JA45 ,50014620,34,,57PB8A ,,1
56JR38 ,50017037,6,,57R38 ,50329820,8
56J10 ,50003573,2,,57R48 ,50010404,38
56J10A ,50007178,4,,57R58 ,50070499,9
56J15 ,50010461,5,,572CM ,50240423,1
56PF2 ,50240357,5,,576URD350 ,50213768,3
56PF5 ,50179159,17,,577‐AL401 ,,1
56RB12 ,50023126,14,,577‐A417 ,3057908,1
56R48 ,50010388,12,,577‐10 ,3057551,1
56R58 ,50070481,29,,577‐122 ,3057684,1
56SAR120 ,,1,,577‐3 ,3057510,3
56SAR85 ,,1,,577‐40 ,,1
56S68 ,50176569,25,,577‐406 ,3057890,1
,56000359,1,,577‐44 ,3057650,15
,56002736,2,,577‐714 ,3057999,5
,56003007,8,,577‐721A ,3058039,3
,56008477,10,,577‐724A ,3058054,2
,56008873,6,,577‐727 ,,1
,56033558,3,,577‐728 ,3058146,1
,56038839,1,,577‐8 ,3057536,1
566N79 ,50155332,50,,577‐97 ,3057676,7
,56762636,1,,578URD475 ,50020205,3
,56784366,1,,5780‐721 ,3466166,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,80,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,57801789,5,,59J10 ,50003581,3
58CA21 ,50068667,1,,59J30 ,50011659,32
58CC4 ,50020841,5,,59J30A ,50012285,13
58DA30 ,,1,,59J50 ,50003904,45
58DA45 ,50015007,6,,59PF2 ,50082999,35
58DB30 ,,1,,59R38A ,50075498,62
58D40 ,50000256,29,,59R39 ,,2
58D475 ,50200690,11,,59R48 ,50010701,37
58F2 ,,3,,59R58 ,50070531,8
58JA35 ,50013226,24,,59S49 ,50032721,7
58JA45 ,50014638,89,,,59503441,2
58JA55 ,50008671,38,,,59505610,1
58JR38B ,50021963,67,,,59505693,2
58JR38D ,,10,,,59506840,6
58J50 ,,1,,,59512426,6
58L74 ,50162254,7,,,59515593,1
58N75 ,,2,,,59518738,2
58PF3 ,,2,,,59531673,2
58R38 ,50045509,26,,,59537522,3
58R48 ,50010412,35,,,59551531,16
58S49 ,50032713,20,,,59594952,2
58X71WD ,50046127,11,,,59604371,3
581BC1 ,50112895,39,,597URD350 ,,2
582JA55 ,50004548,32,,599‐99 ,3059730,1
582L54 ,,8,,599RP38 ,50014174,16
582L74 ,50160340,5,,6CND‐232 3/4 ,,11
582R39 ,50010008,18,,6CS‐6 ,3013786,3
582S49 ,50037290,40,,6DHC100 ,50002427,4
588‐3 ,3058963,3,,6DHC125 ,50002484,11
59DB30 ,50051127,2,,6DHC50 ,50002278,3
59DB35 ,50162841,6,,6DHC75 ,50002328,18
59D50 ,50111988,22,,6D14‐253 ,,4
59H‐100 ,3034600,1,,6PF1 ,,2
59H‐186 ,,3,,60A2C253 ,95216743,2
59H‐242 ,3034840,4,,60A4C7 ,50132265,2
